Campaign,Campaign Type,Networks,Budget,Budget type,Bid Strategy Type,Languages,Final URL suffix,Campaign Status,Ad Group,Ad Group Status,Keyword,Criterion Type,Ad type,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבניין,,התקנת אינטרקום,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבניין,,,,Responsive search ad,https://www.site-control-il.com/store/c/intercom,אינטרקום,לבניין,אינטרקום וידאו לבית,אינטרקום לבניין,החלפת אינטרקום בבניין,אינטרקום 2 גידים על הכבל,אינטרקום עם מענה מהנייד,Hikvision ו-VisionNet,ערכות אינטרקום לוילה,קודן וקורא כרטיסים,בקרת כניסה וזיהוי פנים,"מחירים כולל מע""מ באתר",התקנה על ידי הצוות שלנו,אחריות שנה על כל המוצרים,ייעוץ בוואטסאפ לפני קנייה,Site-Control,פותחים את הדלת מהנייד,"ערכות אינטרקום וידאו לבית פרטי ולבניין: 2 גידים על הכבל הקיים, או IP עם אפליקציה.","פנלים, מסכים, קודנים ומסופי זיהוי פנים של Hikvision ו-VisionNet, עם מחיר באתר.",מחליפים אינטרקום ישן בבניין? נבדוק את התשתית ונציע פתרון בלי חציבות מיותרות.,"משלוח, איסוף עצמי או התקנה על ידי הצוות שלנו. אחריות שנה על כל המוצרים."
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבית,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבית,,אינטרקום וידאו לבית,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבית,,אינטרקום לוילה,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבית,,אינטרקום עם אפליקציה,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבית,,ערכת אינטרקום,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבית,,אינטרקום hikvision,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבית,,אינטרקום visionnet,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,אינטרקום לבית,,,,Responsive search ad,https://www.site-control-il.com/store/c/intercom,אינטרקום,לבית,אינטרקום וידאו לבית,אינטרקום לבניין,החלפת אינטרקום בבניין,אינטרקום 2 גידים על הכבל,אינטרקום עם מענה מהנייד,Hikvision ו-VisionNet,ערכות אינטרקום לוילה,קודן וקורא כרטיסים,בקרת כניסה וזיהוי פנים,"מחירים כולל מע""מ באתר",התקנה על ידי הצוות שלנו,אחריות שנה על כל המוצרים,ייעוץ בוואטסאפ לפני קנייה,Site-Control,פותחים את הדלת מהנייד,"ערכות אינטרקום וידאו לבית פרטי ולבניין: 2 גידים על הכבל הקיים, או IP עם אפליקציה.","פנלים, מסכים, קודנים ומסופי זיהוי פנים של Hikvision ו-VisionNet, עם מחיר באתר.",מחליפים אינטרקום ישן בבניין? נבדוק את התשתית ונציע פתרון בלי חציבות מיותרות.,"משלוח, איסוף עצמי או התקנה על ידי הצוות שלנו. אחריות שנה על כל המוצרים."
GOOG_Search_Intercom,,,,,,,,,בקרת כניסה,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,בקרת כניסה,,קודן לדלת,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,בקרת כניסה,,בקרת כניסה,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,בקרת כניסה,,שעון נוכחות זיהוי פנים,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,בקרת כניסה,,מסוף זיהוי פנים,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,בקרת כניסה,,בקרת כניסה לבניין,Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,בקרת כניסה,,,,Responsive search ad,https://www.site-control-il.com/store/c/intercom,בקרת-כניסה,קודנים,אינטרקום וידאו לבית,אינטרקום לבניין,החלפת אינטרקום בבניין,אינטרקום 2 גידים על הכבל,אינטרקום עם מענה מהנייד,Hikvision ו-VisionNet,ערכות אינטרקום לוילה,קודן וקורא כרטיסים,בקרת כניסה וזיהוי פנים,"מחירים כולל מע""מ באתר",התקנה על ידי הצוות שלנו,אחריות שנה על כל המוצרים,ייעוץ בוואטסאפ לפני קנייה,Site-Control,פותחים את הדלת מהנייד,"ערכות אינטרקום וידאו לבית פרטי ולבניין: 2 גידים על הכבל הקיים, או IP עם אפליקציה.","פנלים, מסכים, קודנים ומסופי זיהוי פנים של Hikvision ו-VisionNet, עם מחיר באתר.",מחליפים אינטרקום ישן בבניין? נבדוק את התשתית ונציע פתרון בלי חציבות מיותרות.,"משלוח, איסוף עצמי או התקנה על ידי הצוות שלנו. אחריות שנה על כל המוצרים."
GOOG_Search_Intercom,,,,,,,,,,,טיימלאפס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,טיים לאפס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,time lapse,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,timelapse,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,תיעוד בנייה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,תיעוד התקדמות,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,דרושים,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,משרה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,עבודה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,קורס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,הכשרה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,חינם,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,יד שנייה,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,יד2,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,עלי אקספרס,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,aliexpress,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,אמזון,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,amazon,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,מצלמה לרכב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,מצלמת דרך,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,מצלמת רכב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,מצלמת גוף,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,מצלמת תינוק,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,מצלמת רשת למחשב,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,webcam,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
GOOG_Search_Intercom,,,,,,,,,,,גופרו,Negative Phrase,,,,,,,,,,,,,,,,,,,,,,,
